,from,date,job_id,job_title,job_company,job_location,job_link,job_type,job_skills,job_edu,job_major,job_keywords
23,Indeed,07/20/2017,69dd4d29e5c6784b,"Analyst I, Quality Control Research Cells",Lonza,"Durham, NC",http://www.indeed.com/rc/clk?jk=69dd4d29e5c6784b,[],[],[],[],[]
24,Indeed,07/20/2017,bff27199e380d050,Medical Technologist - Sequencing Data Analysis,LabCorp,"Durham, NC",http://www.indeed.com/rc/clk?jk=bff27199e380d050,[],[],['BS'],['Math'],[]
25,Indeed,07/20/2017,9056e39c4ede66ab,Research Scientist,North Carolina State University,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=9056e39c4ede66ab,['Full-Time'],"['SPSS', 'SAS']",['MS'],"['Computer Science', 'Engineering', 'Quantitative']",[]
26,Indeed,07/20/2017,fbf80863affdf2ff,Data Scientist (Remote),COMPAREX USA,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=fbf80863affdf2ff,['Full-Time'],"['R', 'Python', 'Excel', 'Azure']",[],"['Statistics', 'Machine Learning']",['Regression']
32,Indeed,07/20/2017,3e3ff0c69b6b865b,Data Analyst,"Resolvit, LLC","Raleigh, NC",http://www.indeed.com/rc/clk?jk=3e3ff0c69b6b865b,[],"['SAS', 'Tableau']",[],['Quantitative'],"['Regression', 'Time Series']"
33,Indeed,07/20/2017,dd1f4dc48c5c5a97,Data Analyst,Ipreo,"Raleigh, NC 27601 (Central area)",http://www.indeed.com/rc/clk?jk=dd1f4dc48c5c5a97,[],[],[],[],[]
35,Indeed,07/20/2017,fa8016ad95cb2b13,Business Data Analyst (Job ID:49345),iTalent Digital,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=fa8016ad95cb2b13,[],['Excel'],[],[],[]
36,Indeed,07/20/2017,62d64e6c56da620f,Analyst-Senior Analyst,BioAgilytix,"Durham, NC 27713",http://www.indeed.com/rc/clk?jk=62d64e6c56da620f,['Full-Time'],['JavaScript'],['BS'],[],[]
37,Indeed,07/20/2017,8d9d863083dc1faa,Research Scientist,NC State University,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=8d9d863083dc1faa,[],[],[],"['Math', 'Quantitative']",['Classification']
38,Indeed,07/20/2017,f2872ade1e67f838,Research Scientist,Syngenta,"Durham, NC",http://www.indeed.com/rc/clk?jk=f2872ade1e67f838,[],[],[],[],[]
39,Indeed,07/20/2017,fb590a23b95bfc2d,Research Scientist - LED Products,Cree,"Durham, NC",http://www.indeed.com/rc/clk?jk=fb590a23b95bfc2d,[],"['SQL', 'Excel']",['PhD'],"['Physics', 'Engineering']",[]
40,Indeed,07/20/2017,ed65b7b86340efe6,"Associate Scientist, Analytical Development",FujiFilm Diosynth Biotechnologies,"Durham, NC 27709",http://www.indeed.com/rc/clk?jk=ed65b7b86340efe6,['Full-Time'],['JavaScript'],"['BS', 'BS']",[],[]
41,Indeed,07/20/2017,27bbc30196947e88,Senior Data Analytics Researcher,ABB,"Raleigh, NC 27606 (West area)",http://www.indeed.com/rc/clk?jk=27bbc30196947e88,[],[],[],[],[]
48,Indeed,07/20/2017,b40a3bea0c1e492f,"Senior Associate Scientist ? Technology Transfer, Downstream",Pfizer Inc.,"Durham, NC",http://www.indeed.com/rc/clk?jk=b40a3bea0c1e492f,[],[],[],[],[]
49,Indeed,07/20/2017,f6fcd67de6c9ebbe,Research Scientist,Cree,"Durham, NC",http://www.indeed.com/rc/clk?jk=f6fcd67de6c9ebbe,[],[],"['MS', 'PhD']",['Engineering'],[]
50,Indeed,07/20/2017,957c1a6bc2277333,Data Science Manager-Predictive Analytics Healthcare,Cigna,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=957c1a6bc2277333,[],[],[],[],[]
51,Indeed,07/20/2017,9d972842293552a3,Statistician,Sciome LLC,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=9d972842293552a3,"['Full-Time', 'Contract']","['R', 'Python', 'SAS', 'Perl']","['MS', 'MS', 'PhD']","['Statistics', 'Math', 'Machine Learning', 'Biostatistics', 'Bioinformatics']",[]
52,Indeed,07/20/2017,9ff6aeb561f4a9b6,Data Scientist,Kavaliro,"Morrisville, NC",http://www.indeed.com/rc/clk?jk=9ff6aeb561f4a9b6,[],"['R', 'SQL', 'Python', 'Java', 'Hadoop', 'Spark', 'Hive']",['BS'],"['Statistics', 'Machine Learning', 'Engineering']","['Big Data', 'Time Series']"
53,Indeed,07/20/2017,6469412e2baf0872,Machine Learning High Frequency Data Analytics - Research Statistician,SAS Institute,"Cary, NC",http://www.indeed.com/rc/clk?jk=6469412e2baf0872,[],"['R', 'Python', 'SAS', 'C++', 'C', 'Matlab', 'Java']",['PhD'],"['Computer Science', 'Statistics', 'Machine Learning', 'Engineering', 'Quantitative']",['Streaming Data']
54,Indeed,07/20/2017,9e9e9a07a7d5a194,Biostatistician/Statistical Scientist United States Home or Office based,QuintilesIMS,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=9e9e9a07a7d5a194,[],[],[],[],[]
55,Indeed,07/20/2017,d5e33a2231dd22d4,CLINICAL RESEARCH ANALYST,Duke University and Duke University Health System,"Durham, NC",http://www.indeed.com/rc/clk?jk=d5e33a2231dd22d4,[],[],[],[],[]
56,Indeed,07/20/2017,b8bf64cded294656,Process Development Associate,Piper Companies,"Durham, NC 27703",http://www.indeed.com/rc/clk?jk=b8bf64cded294656,[],[],"['BS', 'MS', 'MBA']",['Engineering'],[]
62,Indeed,07/20/2017,a3fcc5b8582b66f7,"Director Data Scientist, Product",All-In Analytics,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=a3fcc5b8582b66f7,['Full-Time'],"['SQL', 'Python', 'C++', 'Java', 'Spark', 'Scala']","['BS', 'MS']","['Computer Science', 'Statistics', 'Math', 'Engineering', 'Quantitative']","['Classification', 'Big Data', 'Real Time']"
64,Indeed,07/20/2017,5dbadab73f7124fd,Assistant Project Manager,American Agricultural Services,"Cary, NC 27511",http://www.indeed.com/rc/clk?jk=5dbadab73f7124fd,['Contract'],[],['BS'],['Math'],[]
65,Indeed,07/20/2017,ea7f95b2729e4df4,Data Scientist - Speech-to-Text NLP,SAS Institute,"Cary, NC",http://www.indeed.com/rc/clk?jk=ea7f95b2729e4df4,[],"['Python', 'SAS', 'C++', 'C', 'Java']",['PhD'],"['Computer Science', 'Math', 'Machine Learning', 'Engineering', 'Artificial Intelligence']",[]
68,Indeed,07/20/2017,11f7cc953518526d,"Software Engineer - Java, Hadoop, Scala and Machine Learning (plus)",Deutsche Bank,"Cary, NC 27513",http://www.indeed.com/rc/clk?jk=11f7cc953518526d,[],[],[],[],[]
69,Indeed,07/20/2017,dee9517b1a737009,Sr. Associate Scientist (Analytical Stability),Catalent Pharma Solutions,"Morrisville, NC",http://www.indeed.com/rc/clk?jk=dee9517b1a737009,[],[],[],[],[]
70,Indeed,07/20/2017,56e932ac2b11be57,Data Engineer - Platform,Lenovo,"Raleigh, NC 27616 (Northeast area)",http://www.indeed.com/rc/clk?jk=56e932ac2b11be57,[],[],[],[],[]
71,Indeed,07/20/2017,a58956fe58f5eacf,Principal Data Scientist - Machine Learning,MaxPoint,"Morrisville, NC 27560",http://www.indeed.com/rc/clk?jk=a58956fe58f5eacf,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden
77,Indeed,07/20/2017,1997a9f30ca2d585,Bioanalytical Scientist,Piper Companies,"Durham, NC 27703",http://www.indeed.com/rc/clk?jk=1997a9f30ca2d585,[],[],"['BS', 'MS', 'MBA']",[],[]
78,Indeed,07/20/2017,b30d0f224de474c5,"Senior Associate Scientist, Technology Transfer, Upstream",Pfizer Inc.,"Durham, NC",http://www.indeed.com/rc/clk?jk=b30d0f224de474c5,[],[],[],[],[]
79,Indeed,07/20/2017,2aa45b2096700fc9,Machine Learning Engineering Lead,Lenovo,"Raleigh, NC 27616 (Northeast area)",http://www.indeed.com/rc/clk?jk=2aa45b2096700fc9,[],[],[],[],[]
80,Indeed,07/20/2017,2f0fdf03c47ddcae,Senior Data Engineer,Blue Cross Blue Shield of North Carolina,"Durham, NC",http://www.indeed.com/rc/clk?jk=2f0fdf03c47ddcae,[],[],[],[],[]
82,Indeed,07/20/2017,e992161838a309c6,Research Scholar,North Carolina State University,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=e992161838a309c6,['Full-Time'],['GIS'],[],"['Statistics', 'Information System']",[]
83,Indeed,07/20/2017,9ccf565260c868d9,Principal Statistician,Piper Companies,"Morrisville, NC 27560",http://www.indeed.com/rc/clk?jk=9ccf565260c868d9,[],[],"['BS', 'MS', 'MBA']","['Statistics', 'Biostatistics']",[]
84,Indeed,07/20/2017,7f5eb660ffd77c4e,"Sr. Associate Scientist, AAV Viral Prep",Pfizer Inc.,"Durham, NC",http://www.indeed.com/rc/clk?jk=7f5eb660ffd77c4e,[],[],[],[],[]
85,Indeed,07/20/2017,a787c69a00e12319,"Sr. Associate Scientist, Gene Therapies, Adeno-associated Virus (AAV)",Pfizer Inc.,"Durham, NC",http://www.indeed.com/rc/clk?jk=a787c69a00e12319,[],[],[],[],[]
86,Indeed,07/20/2017,ee9e1c85ff07a94d,Research Biologist,Avista Pharma Solutions,"Durham, NC",http://www.indeed.com/rc/clk?jk=ee9e1c85ff07a94d,"['Full-Time', 'Full-Time', 'Contract']",[],[],[],[]
93,Indeed,07/20/2017,e4411171445f4909,SAS Statistician,Omnicell,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=e4411171445f4909,[],"['R', 'SQL', 'SAS', 'C']",[],"['Computer Science', 'Statistics', 'Math', 'Economics', 'Engineering']",['Big Data']
94,Indeed,07/20/2017,af93cee46bc9e67c,"Software Developer, Natural Language Processing Specialist",Institute for Medical Research,"Durham, NC 27701",http://www.indeed.com/rc/clk?jk=af93cee46bc9e67c,['Full-Time'],"['Microsoft SQL server', 'SQL', 'Python', 'Java', 'Excel', 'Hadoop', 'Spark', 'Mahout']","['MS', 'MS', 'PhD']","['Computer Science', 'Math', 'Machine Learning', 'Engineering']","['Classification', 'Big Data']"
95,Indeed,07/20/2017,123c4220f5530f25,Scientist I/II-Analytical Development #664,KBI Biopharma,"Durham, NC 27709",http://www.indeed.com/rc/clk?jk=123c4220f5530f25,"['Full-Time', 'Contract']",[],"['BS', 'BS', 'MS']",[],[]
96,Indeed,07/20/2017,6e0fa5ff51acefaa,"Engineer I, Cell Culture Development (Pilot Scale Group)",Biogen,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=6e0fa5ff51acefaa,[],['Excel'],"['BS', 'MS']",['Engineering'],[]
97,Indeed,07/20/2017,373acfbb87fdb33e,Program Specialist,Bennett Aerospace Inc.,"Durham, NC",http://www.indeed.com/rc/clk?jk=373acfbb87fdb33e,"['Full-Time', 'Contract', 'Contract']",['Excel'],['MS'],['Engineering'],[]
98,Indeed,07/20/2017,d5d612819274c2ee,Biopharmaceutical Development Scientist I/II,KBI Biopharma,"Durham, NC 27709",http://www.indeed.com/rc/clk?jk=d5d612819274c2ee,['Full-Time'],[],[],['Quantitative'],[]
99,Indeed,07/20/2017,3ebdc2f3de587be9,"Data Scientist at RTP Durham,NC","Pantar Solutions, Inc.","Durham, NC 27709",http://www.indeed.com/rc/clk?jk=3ebdc2f3de587be9,"['Full-Time', 'Part-Time', 'Contract']","['R', 'SQL', 'Python', 'SAS', 'Hive', 'NoSQL']",['MS'],"['Computer Science', 'Statistics', 'Machine Learning', 'Quantitative']",['Big Data']
100,Indeed,07/20/2017,33297e83f5563e34,Research Scientist - Epi R&D,Cree,"Durham, NC",http://www.indeed.com/rc/clk?jk=33297e83f5563e34,[],['Excel'],['PhD'],['Engineering'],[]
101,Indeed,07/20/2017,9fd2a5a2d477565c,HPLC Scientist,Piper Companies,"Durham, NC 27709",http://www.indeed.com/rc/clk?jk=9fd2a5a2d477565c,[],[],"['BS', 'BS', 'MS', 'MS', 'MBA']",[],[]
102,Indeed,07/20/2017,466cc4317118a2b8,Senior Statistical Programmer,PAREXEL International,"Durham, NC 27703",http://www.indeed.com/rc/clk?jk=466cc4317118a2b8,[],"['SAS', 'JavaScript']",[],['Statistics'],[]
108,Indeed,07/20/2017,acce7904761667fb,Senior Research Statistician I-V (ISD),Patricio Enterprises,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=acce7904761667fb,"['Full-Time', 'Full-Time']",[],['PhD'],"['Statistics', 'Math']",[]
109,Indeed,07/20/2017,8ad19f0e0be5a5ca,Principal Statistical Programmer,PHASTAR,"Morrisville, NC",http://www.indeed.com/rc/clk?jk=8ad19f0e0be5a5ca,['Full-Time'],['SAS'],[],[],[]
112,Indeed,07/20/2017,da2e59136afacb4d,Bioinformatics Analyst,Sciome LLC,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=da2e59136afacb4d,['Full-Time'],"['R', 'Python', 'Matlab', 'Perl']","['BS', 'MS', 'MS', 'PhD']","['Computer Science', 'Statistics', 'Bioinformatics']",[]
113,Indeed,07/20/2017,8debe9eecd4b50c1,Director of Data Science,MaxPoint,"Morrisville, NC 27560",http://www.indeed.com/rc/clk?jk=8debe9eecd4b50c1,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden
114,Indeed,07/20/2017,18a026e56c85ad41,Junior Environmental Scientist,CALYX Engineers + Consultants,"Cary, NC",http://www.indeed.com/rc/clk?jk=18a026e56c85ad41,['Full-Time'],"['JavaScript', 'GIS']",['BS'],['Engineering'],[]
115,Indeed,07/20/2017,671e8acfad884d73,Technical Operations Manager,NBI Resources,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=671e8acfad884d73,[],"['Linux', 'MySQL', 'Java']",[],['Engineering'],['Real Time']
116,Indeed,07/20/2017,baca64fee1c4eb9d,"Associate Manager, QC and Inventory",QuintilesIMS,"Durham, NC",http://www.indeed.com/rc/clk?jk=baca64fee1c4eb9d,[],[],[],[],[]
117,Indeed,07/20/2017,d67c2836cf430ede,Bioanalytical Project Manager,BioAgilytix,"Durham, NC 27713",http://www.indeed.com/rc/clk?jk=d67c2836cf430ede,['Full-Time'],['JavaScript'],[],[],[]
123,Indeed,07/20/2017,3f2eb27611477a21,Downstream Process Development Scientist,Piper Companies,"Durham, NC 27709",http://www.indeed.com/rc/clk?jk=3f2eb27611477a21,[],[],"['BS', 'BS', 'MS', 'MBA']",['Engineering'],[]
124,Indeed,07/20/2017,780f55f24f78baf5,"Senior Scientist, Analytical",Alcami Corporation,"Durham, NC",http://www.indeed.com/rc/clk?jk=780f55f24f78baf5,['Contract'],[],['MS'],[],[]
125,Indeed,07/20/2017,7aa8ec36df2380eb,"Geologist, Scientist or Engineer",ARCADIS US,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=7aa8ec36df2380eb,['Full-Time'],['Excel'],"['BS', 'BS', 'MS']",['Engineering'],[]
126,Indeed,07/20/2017,46664fab1ec62e05,Process Development Engineer/Scientist,Precision BioSciences,"Durham, NC",http://www.indeed.com/rc/clk?jk=46664fab1ec62e05,[],[],"['BS', 'MS']",['Engineering'],[]
127,Indeed,07/20/2017,df5d6d891e2333d3,"Process Development Engineer, Components",Cree,"Durham, NC",http://www.indeed.com/rc/clk?jk=df5d6d891e2333d3,[],[],"['BS', 'MS']","['Physics', 'Engineering']",[]
128,Indeed,07/20/2017,a770fa8c8357daf8,Senior Data Scientist - Machine Learning,MaxPoint,"Morrisville, NC 27560",http://www.indeed.com/rc/clk?jk=a770fa8c8357daf8,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden
129,Indeed,07/20/2017,159603864dcfe44e,Senior/Principal SAS Programmer,Epizyme,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=159603864dcfe44e,[],"['SQL', 'SAS']",[],['Biostatistics'],[]
130,Indeed,07/20/2017,5762d856d26e670d,Master Research Analyst,COMPAREX USA,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=5762d856d26e670d,['Full-Time'],[],['MS'],[],[]
131,Indeed,07/20/2017,ba7aa2b46edb86a1,Sr. Research Statistician Developer,SAS Institute,"Cary, NC",http://www.indeed.com/rc/clk?jk=ba7aa2b46edb86a1,[],"['SAS', 'C++', 'C']",[],"['Statistics', 'Math', 'Biostatistics']",[]
132,Indeed,07/20/2017,3c6ba40220ceb56d,PK/PD Application Support Analyst II,Certara,"Cary, NC",http://www.indeed.com/rc/clk?jk=3c6ba40220ceb56d,[],[],[],[],[]
137,Indeed,07/20/2017,48730def71d9bddf,QUALITY/ORG EXCELLENCE ANALYST - NURSING QUALITY AND RESEARCH,UNC Health Care,"Chapel Hill, NC",http://www.indeed.com/rc/clk?jk=48730def71d9bddf,[],[],[],[],[]
138,Indeed,07/20/2017,74c18528e12b294b,Director Healthcare Analytics,Essence Group Holdings Corporation,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=74c18528e12b294b,[],[],[],[],[]
139,Indeed,07/20/2017,f35d5a61586c585d,"Project Analyst, Clinical Outcome Assessment",Icon plc,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=f35d5a61586c585d,[],"['SAS', 'Excel']",['MS'],"['Economics', 'Biostatistics']",[]
140,Indeed,07/20/2017,39517e9471a4b290,Chemical Hygiene Officer,Tergus Pharma,"Durham, NC 27713",http://www.indeed.com/rc/clk?jk=39517e9471a4b290,['Full-Time'],[],[],[],[]
141,Indeed,07/20/2017,836b76bcfe613f7b,Research Assistant - Harrison Lab,North Carolina State University,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=836b76bcfe613f7b,['Full-Time'],[],[],[],[]
142,Indeed,07/20/2017,c876f71461944095,Software Developer,Sciome LLC,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=c876f71461944095,['Full-Time'],"['MySQL', 'SQL', 'Java']","['BS', 'MS', 'PhD']","['Computer Science', 'Bioinformatics']",[]
143,Indeed,07/20/2017,15ae9f41e08adf02,Senior Statistician (REMOTE),Barrington James,"Raleigh-Durham, NC",http://www.indeed.com/rc/clk?jk=15ae9f41e08adf02,"['Full-Time', 'Full-Time', 'Contract']",['SAS'],"['MS', 'MS']","['Statistics', 'Biostatistics']",[]
144,Indeed,07/20/2017,b993a8b8fce8f449,Scientist III - Crop Trait Knowledge,BASF Corporation,"Research Triangle Park, NC 27709",http://www.indeed.com/rc/clk?jk=b993a8b8fce8f449,[],[],[],[],[]
145,Indeed,07/20/2017,35f6610797767381,Clinical Data Manager,Clinical Solutions Group,"Morrisville, NC",http://www.indeed.com/rc/clk?jk=35f6610797767381,[],[],[],[],[]
146,Indeed,07/20/2017,073a0423a1cd5cff,Risk Assessment and Regulatory Affairs Scientist,Gad Consulting Services,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=073a0423a1cd5cff,['Full-Time'],[],"['BS', 'MS']",['Quantitative'],[]
153,Indeed,07/20/2017,bd81b6f28778cf9a,High Throughput Chemical Screening,Oak Ridge Associated Universities,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=bd81b6f28778cf9a,"['Full-Time', 'Contract']",['JavaScript'],[],"['Statistics', 'Engineering', 'Information System', 'Bioinformatics']",[]
154,Indeed,07/20/2017,3686fc9ac7b61a99,Research Analyst,Ipreo,"Raleigh, NC 27601 (Central area)",http://www.indeed.com/rc/clk?jk=3686fc9ac7b61a99,[],[],[],[],[]
155,Indeed,07/20/2017,b3509eb833afe69c,Immediately Need Sr. Tableau Developer,Intone Networks,"Raleigh, NC",http://www.indeed.com/rc/clk?jk=b3509eb833afe69c,['Contract'],"['SQL', 'JavaScript', 'Tableau', 'Hive', 'HBase', 'NoSQL', 'MongoDB']",[],[],"['Regression', 'Big Data']"
156,Indeed,07/20/2017,d84384941cae9b45,Postdoctoral Research Associate,UNC-Chapel Hill,"Chapel Hill, NC",http://www.indeed.com/rc/clk?jk=d84384941cae9b45,[],"['R', 'Python']",['PhD'],['Math'],['Classification']
157,Indeed,07/20/2017,e842d54827b75c36,"Sr. Analytical Consultant / Data Scientist - (Fraud, Financial, Banking)",SAS Institute,"Cary, NC",http://www.indeed.com/rc/clk?jk=e842d54827b75c36,[],['SAS'],['MS'],"['Computer Science', 'Statistics', 'Math', 'Quantitative']",[]
158,Indeed,07/20/2017,961fada8d2a44f65,Power Device Test Engineer,Cree,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=961fada8d2a44f65,[],"['C++', 'Excel']","['BS', 'MS']","['Computer Science', 'Math', 'Physics', 'Engineering']",[]
159,Indeed,07/20/2017,c369f145572e2507,Bioinformatics Scientist,Hunter International,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=c369f145572e2507,[],[],[],[],[]
160,Indeed,07/20/2017,0fb147fe2e52c874,Development of QSAR Models and Delivery,Oak Ridge Associated Universities,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=0fb147fe2e52c874,"['Full-Time', 'Contract']","['C', 'JavaScript']",[],"['Computer Science', 'Statistics', 'Math', 'Math', 'Physics', 'Information System', 'Quantitative']",[]
161,Indeed,07/20/2017,6b9bcaa3b6a8e93d,"Data Analyst, Natural Language Processing Special",Institute for Medical Research,"Durham, NC 27701",http://www.indeed.com/rc/clk?jk=6b9bcaa3b6a8e93d,['Full-Time'],"['Microsoft SQL server', 'SQL', 'Python', 'Java', 'Excel', 'Hadoop', 'Spark', 'Mahout']","['MS', 'MS', 'PhD']","['Computer Science', 'Math', 'Machine Learning', 'Engineering']","['Classification', 'Big Data']"
162,Indeed,07/20/2017,22aa429c827feeaa,"Manager Statistical Programming- RTP, NC",PPD,"Morrisville, NC 27560",http://www.indeed.com/rc/clk?jk=22aa429c827feeaa,[],[],[],[],[]
167,Indeed,07/20/2017,1ffb1e03581fb7ee,Principal Statistical Scientist,"Rho, Inc.","Chapel Hill, NC",http://www.indeed.com/rc/clk?jk=1ffb1e03581fb7ee,"['Full-Time', 'Contract']",[],['PhD'],"['Statistics', 'Biostatistics']",[]
168,Indeed,07/20/2017,da5402ac8eb0cacb,Cloud Campaign Manager,IBM,"Research Triangle Park, NC",http://www.indeed.com/rc/clk?jk=da5402ac8eb0cacb,[],[],[],[],[]
