,from,job_id,job_title,job_company,job_location,job_link
18,Dice,featureId5c250d37cbe7df7b05d7811314cc5a4b,manager Data Scientist Consumer Insights & Analytics,The Randy Neuringer Company,"New York, NY",http://job-openings.monster.com/monster/featureId5c250d37cbe7df7b05d7811314cc5a4b
19,Dice,featureIdd07b0cbb0db86790df57d3b4f0a59ef7,"Data Scientist - Machine Learning, Python, R",CyberCoders,"Brooklyn, NY",http://job-openings.monster.com/monster/featureIdd07b0cbb0db86790df57d3b4f0a59ef7
20,Dice,featureId8b01f1540d8d27daa779182020873010,"Senior Data Scientist - Machine Learning, Python, R",CyberCoders,"Brooklyn, NY",http://job-openings.monster.com/monster/featureId8b01f1540d8d27daa779182020873010
21,Dice,featureIdabab5a45275503fa7a6583ced5dac539,"Senior Data Scientist - R, Python, Hadoop",CyberCoders,"New York, NY",http://job-openings.monster.com/monster/featureIdabab5a45275503fa7a6583ced5dac539
22,Dice,featureId846decedc3eb9ded67463d347c08aa15,Data Scientist,fluxteksol.com,"Montvale, NJ",http://job-openings.monster.com/monster/featureId846decedc3eb9ded67463d347c08aa15
23,Dice,featureId7d6df6cc5ba39d575d45c753689a8b01,Senior Natural Language Processing (NLP) Data Scientist,Averity,"New York City, NY",http://job-openings.monster.com/monster/featureId7d6df6cc5ba39d575d45c753689a8b01
24,Dice,featureId44fb429393be5cbe5e081d156f79acc7,Lead Data Scientist for Global Digital Media Company,Averity,"New York, NY",http://job-openings.monster.com/monster/featureId44fb429393be5cbe5e081d156f79acc7
25,Dice,featureIdbdfa74e6c598d6e085d484e32be98cef,Senior Data Scientist - Network Infrastructure,Andiamo Partners,"New York, NY",http://job-openings.monster.com/monster/featureIdbdfa74e6c598d6e085d484e32be98cef
26,Dice,featureId65eb90f1af8dbac4e951379aad62ad97,Senior NLP Data Scientist,Elevano,"New York City, NY",http://job-openings.monster.com/monster/featureId65eb90f1af8dbac4e951379aad62ad97
27,Dice,featureId1d5bdc0c734003a90dc7fb4469e2a3bb,Senior Data Scientist,KDR Recruitment Ltd,"New York, NY",http://job-openings.monster.com/monster/featureId1d5bdc0c734003a90dc7fb4469e2a3bb
28,Dice,featureId01648b1ce62373dd609e77eab99fbbe0,Data Scientist - W2ONLY,HuMetis Technologies Inc,"New York, NY",http://job-openings.monster.com/monster/featureId01648b1ce62373dd609e77eab99fbbe0
29,Dice,featureId0f41dab0ceccc092079832b83d8124fa,Data Scientist,QED National,"New York, NY",http://job-openings.monster.com/monster/featureId0f41dab0ceccc092079832b83d8124fa
60,Dice,featureIdbca91cb4496889d33da9ccd1fe131b99,"Data Scientist, Machine Learning, R, Python, Sparks, Predictive Model",Primus Software Corp,"Warren, NJ",http://job-openings.monster.com/monster/featureIdbca91cb4496889d33da9ccd1fe131b99
61,Dice,featureIdaa1136cd78531278f867f42d6c7de2a3,Data Scientist,eclaro,"New York, NY",http://job-openings.monster.com/monster/featureIdaa1136cd78531278f867f42d6c7de2a3
62,Dice,featureId545b5454e8658ae2b17a8420ef3a4f79,Data Scientist,Donnelly & Moore Corporation,"New York, NY",http://job-openings.monster.com/monster/featureId545b5454e8658ae2b17a8420ef3a4f79
63,Dice,featureId3d8d423e9f48390e763752b4144ec993,Data Scientist,HARMAN CONNECTED SERVICES ENGINEERING CORP.,"Warren, NJ",http://job-openings.monster.com/monster/featureId3d8d423e9f48390e763752b4144ec993
64,Dice,featureIdb8e0a362316d19cb01d2f8c2fd244efe,Data Scientist/Analyst,Xoriant Corporation,"Montvale, NJ",http://job-openings.monster.com/monster/featureIdb8e0a362316d19cb01d2f8c2fd244efe
65,Dice,featureId0e8f6a1da5ecb02d811f157218c52e92,Data Scientist,Atyeti,"New York, NY",http://job-openings.monster.com/monster/featureId0e8f6a1da5ecb02d811f157218c52e92
66,Dice,featureId390ff96182985596d0d04b0d40dbbd62,Data Scientist With Reinforcement Learning,"Techno-Comp, Inc.","Warren, NJ",http://job-openings.monster.com/monster/featureId390ff96182985596d0d04b0d40dbbd62
67,Dice,featureId8cca22243ee8a67ba3fb7a91b1e83bb8,Epidemiology Data Scientist / Data Engineer.,"GCOM Software, Inc.","New York City, NY",http://job-openings.monster.com/monster/featureId8cca22243ee8a67ba3fb7a91b1e83bb8
68,Dice,featureId386c8283e7a81e5382147a2b0736219b,Data Scientist,"TSR Consulting Services, Inc.","New York, NY",http://job-openings.monster.com/monster/featureId386c8283e7a81e5382147a2b0736219b
69,Dice,featureIddcbc50c59a0ac179888804f60ab9fd3f,Data Scientist,Design Strategy,"New York, NY",http://job-openings.monster.com/monster/featureIddcbc50c59a0ac179888804f60ab9fd3f
70,Dice,featureIdcb1defb9a426d2ab23d9fa02a2cc7ea1,Data Scientist,Eliassen Group,"New York, NY",http://job-openings.monster.com/monster/featureIdcb1defb9a426d2ab23d9fa02a2cc7ea1
71,Dice,featureId73decbe1f418318c0fb0e35960b197e7,Data Scientist,Primesoft Consulting Services Inc,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId73decbe1f418318c0fb0e35960b197e7
72,Dice,featureId2f41b125f72a39f442f86c095d9b0608,Java/Scala Data Scientist,Stott and May Inc.,"New York, NY",http://job-openings.monster.com/monster/featureId2f41b125f72a39f442f86c095d9b0608
73,Dice,featureId70f342424c4667dc1cc6d28b93be75b2,Data Scientist,MLWiz Inc,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId70f342424c4667dc1cc6d28b93be75b2
74,Dice,featureId0128ebf336eb9702b62de98256108b89,Data Scientist,Sedna Consulting Group,"Brooklyn, NY",http://job-openings.monster.com/monster/featureId0128ebf336eb9702b62de98256108b89
75,Dice,featureId3963375b364422bb06aa230b3dc35c5a,Data Scientist | Python developer| Analytics,Intellisearch,"New York City, NY",http://job-openings.monster.com/monster/featureId3963375b364422bb06aa230b3dc35c5a
76,Dice,featureId6fd96a5e2c262834ad41616fb345547e,Data Scientist/Developer,Software Guidance & Assistance,"New York, NY",http://job-openings.monster.com/monster/featureId6fd96a5e2c262834ad41616fb345547e
77,Dice,featureId84dc68dffdc73cb6fd6c7c22178e2fae,Sr. Data Scientist - machine learning & data mining - New York,CyberCoders,"New York, NY",http://job-openings.monster.com/monster/featureId84dc68dffdc73cb6fd6c7c22178e2fae
78,Dice,featureIdd212df46ef110e596d350b86eb2d5527,Lead Data Scientist - Remote!!!,CyberCoders,"New York, NY",http://job-openings.monster.com/monster/featureIdd212df46ef110e596d350b86eb2d5527
79,Dice,featureIdb83b1eebee2c42293f0c9d0c387413c9,Principal Data Scientist (Northern New Jersey),Averity,"Warren, NJ",http://job-openings.monster.com/monster/featureIdb83b1eebee2c42293f0c9d0c387413c9
80,Dice,featureIdb2ba0804679d8d3fbf80b8c1440d1827,"Data Scientist - Top Firm- Top Pay $$$, Interviewing Now!!",CyberCoders,"New York, NY",http://job-openings.monster.com/monster/featureIdb2ba0804679d8d3fbf80b8c1440d1827
81,Dice,featureId9996b8defd698597e726f5bbfa21c434,Lead data Scientist - W2 ONLY,HuMetis Technologies Inc,"New York, NY",http://job-openings.monster.com/monster/featureId9996b8defd698597e726f5bbfa21c434
82,Dice,featureIdad13c03d8814a364dc95b6ab6075d86f,"Sr. Data Scientist - Morristown, NJ",Themesoft Inc,"Morristown, NJ",http://job-openings.monster.com/monster/featureIdad13c03d8814a364dc95b6ab6075d86f
83,Dice,featureId7f25be45afe8d45db20f0682527d4c53,"Epidemiology Data Scientist(NY,SAS,SUDAAN,R,Stata,P Value,Confidence Interval,Tableau)",BrickLogix,"New York, NY",http://job-openings.monster.com/monster/featureId7f25be45afe8d45db20f0682527d4c53
84,Dice,featureIdb5730fcc58e7f8044dfe5ccbaf9382bc,Data Scientist/Big Data Consultant,Scalable Systems,"Nyc, NY",http://job-openings.monster.com/monster/featureIdb5730fcc58e7f8044dfe5ccbaf9382bc
85,Dice,featureId3ef6bf2f9d8e2b86e388527c5ba0dea3,Data Scientist (Immediate Hiring),Collabera,"New York, NY",http://job-openings.monster.com/monster/featureId3ef6bf2f9d8e2b86e388527c5ba0dea3
86,Dice,featureIdb853f92b699f45eb209d59db2f645ac3,Cognitive Business Analyst/Data Scientist - W2 only,Galen Technology Solutions,"Park Ridge, NJ",http://job-openings.monster.com/monster/featureIdb853f92b699f45eb209d59db2f645ac3
87,Dice,featureIde1af64d1f331fce20b3016078845aa06,Senior Data Analyst - R / SQL / EdTech,Venturi,"New York, NY",http://job-openings.monster.com/monster/featureIde1af64d1f331fce20b3016078845aa06
88,Dice,featureIdd9c6cbe5d4b9c73e40623cfcba5954fc,Medical Economics Data Analyst,xScion Solutions,"New York, NY",http://job-openings.monster.com/monster/featureIdd9c6cbe5d4b9c73e40623cfcba5954fc
89,Dice,featureIde1e5bc5f9d3fcbf3a569b088bcff2c33,Data Engineer,Dimensional Thinking,"Brooklyn, NY",http://job-openings.monster.com/monster/featureIde1e5bc5f9d3fcbf3a569b088bcff2c33
90,Dice,featureId41d3d31de99ac9cfbe2eaf64932c4fb9,Big Data Hadoop Scientist,TierPM AV / IT Workforce Solutions,"Fort Lee, NJ",http://job-openings.monster.com/monster/featureId41d3d31de99ac9cfbe2eaf64932c4fb9
91,Dice,featureIdbfac96bf65b4982016cf89e45af8c916,"Deep Learning, Python, R, Machine Languague, Scientist, Tensor, Thean",Primus Software Corp,"Warren, NJ",http://job-openings.monster.com/monster/featureIdbfac96bf65b4982016cf89e45af8c916
92,Dice,featureIde61e77f548b0fa54b29dd06609ddff3e,Process Scientist,Futran Solutions,"New Brunswick, NJ",http://job-openings.monster.com/monster/featureIde61e77f548b0fa54b29dd06609ddff3e
93,Dice,featureIda349e2f57ac91ca7294933635206fa25,Senior Machine Learning Research Scientist,Andiamo Partners,"New York, NY",http://job-openings.monster.com/monster/featureIda349e2f57ac91ca7294933635206fa25
94,Dice,featureIda3539da56582fc5019d8766ec9ee8565,NLP Scientist,WSI Nationwide,"New York, NY",http://job-openings.monster.com/monster/featureIda3539da56582fc5019d8766ec9ee8565
95,Dice,featureId699c2890936902499afeb51606a64cfa,Deep Learning Scientist,Connections of New York,"New York, NY",http://job-openings.monster.com/monster/featureId699c2890936902499afeb51606a64cfa
96,Dice,featureId2f4b29a8d5c9d30ff47bb3d7cd9c1785,Process Scientist-Lyophilization Technology,"TSR Consulting Services, Inc.","New Brunswick, NJ",http://job-openings.monster.com/monster/featureId2f4b29a8d5c9d30ff47bb3d7cd9c1785
97,Dice,featureIdbce3a9f4a1ecf96c2f85bdcd817b195b,Software Engineer / Research Scientist - Machine Learning Team,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureIdbce3a9f4a1ecf96c2f85bdcd817b195b
98,Dice,featureId12f988e7da97541f72a3c6c40fa3797a,Data Science (Media Startup),Averity,"New York, NY",http://job-openings.monster.com/monster/featureId12f988e7da97541f72a3c6c40fa3797a
99,Dice,featureId7372b82e874d4adebd9476557c377048,Data Warehouse Engineer,CyberCoders,"Newark, NJ",http://job-openings.monster.com/monster/featureId7372b82e874d4adebd9476557c377048
100,Dice,featureId556b05160e8b63fbd432125559685f9c,Data Science and Engineering Director,Shulman Fleming & Partners,"New York, NY",http://job-openings.monster.com/monster/featureId556b05160e8b63fbd432125559685f9c
101,Dice,featureId7d042af6de750c72877c06096769e8f5,Big Data Engineer,Prudential,"Newark, NJ",http://job-openings.monster.com/monster/featureId7d042af6de750c72877c06096769e8f5
102,Dice,featureIdd91519991998cfe460acfc8a3b296d22,Data Modeler/Architect,Mindtree Limited,"New York City, NY",http://job-openings.monster.com/monster/featureIdd91519991998cfe460acfc8a3b296d22
103,Dice,featureId5a7f812b372cdb57a084e53217c72b75,Business Systems Analyst V (Enterprise Data Management),Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ",http://job-openings.monster.com/monster/featureId5a7f812b372cdb57a084e53217c72b75
104,Dice,featureId10f191369a1491938fe5cbd61215a3db,Data Reporting Analyst-Digital Products,Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ",http://job-openings.monster.com/monster/featureId10f191369a1491938fe5cbd61215a3db
105,Dice,featureId12138f8c6300bc42d1ad02aac85b4573,Senior Software Engineer - Data Architecture,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureId12138f8c6300bc42d1ad02aac85b4573
106,Dice,featureIdd9d4ba53bc950532ec5a2b92d4389fdc,Master Data Management Developer,Healthfirst,"New York, NY",http://job-openings.monster.com/monster/featureIdd9d4ba53bc950532ec5a2b92d4389fdc
107,Dice,featureIddb9f06a1493081ae60a653921aa57918,Foundational Services - Data Services Software Engineer,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureIddb9f06a1493081ae60a653921aa57918
108,Dice,featureIdc997ec08175bfa016bba15a3bb02fca6,Data Management Solution/Data Architect,Capgemini,"New York City, NY",http://job-openings.monster.com/monster/featureIdc997ec08175bfa016bba15a3bb02fca6
109,Dice,featureId6637e73b3b2a9300e49252110fcf6695,Senior Java Engineer: Data Snapshot Team,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureId6637e73b3b2a9300e49252110fcf6695
110,Dice,featureId5cf73121fdd200edaad71d8fc6451cb6,Senior Software Engineer - Real Time Market Data and News Feeds,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureId5cf73121fdd200edaad71d8fc6451cb6
111,Dice,featureId824ea76b47bf751de638e14eacb06a06,Test Automation Engineer - Data Quality / API,Bloomberg L.P.,"New York, NY",http://job-openings.monster.com/monster/featureId824ea76b47bf751de638e14eacb06a06
112,Dice,featureId644e7373633fe09f913df4eb9a296864,Data Engineer,National Grid,"Brooklyn, NY",http://job-openings.monster.com/monster/featureId644e7373633fe09f913df4eb9a296864
113,Dice,featureId376f4cb265863ffe24e7fffe0425fbb6,"Sr. Business Analyst, Customer Data, Commercial IT",Regeneron Pharmaceutical,"Tarrytown, NY",http://job-openings.monster.com/monster/featureId376f4cb265863ffe24e7fffe0425fbb6
114,Dice,featureIdcf05eb15805900a56708a6f7d57cd3e3,Principal Business Analysis Cons't with Big Data and Hadoop,Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureIdcf05eb15805900a56708a6f7d57cd3e3
115,Dice,featureId610a36843979ee14090143efba38ac93,Data Manager - Mayor's Office of Special Enforcement,NYC Dept of Info Technology (DoITT),"New York, NY",http://job-openings.monster.com/monster/featureId610a36843979ee14090143efba38ac93
116,Dice,featureId29d2c7d0abbbf81eca06593436e9b1ed,Asset Management Data IT Lead,UBS,"Weehawken, NJ",http://job-openings.monster.com/monster/featureId29d2c7d0abbbf81eca06593436e9b1ed
117,Dice,featureId7b91acf72ebe71fa839fa2ae1333965b,Principal Data Buiness Product Analyst - SQL,Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureId7b91acf72ebe71fa839fa2ae1333965b
118,Dice,featureIdda0734d41de5a1bcdff63271ef93c922,"Data Integrity Lead- Commercial IT, Customer Management",Regeneron Pharmaceutical,"Tarrytown, NY",http://job-openings.monster.com/monster/featureIdda0734d41de5a1bcdff63271ef93c922
119,Dice,featureIdfe62d8e730d00b44f5c899ce2f9693c6,Big Data Engineer,Howard Systems International,"New York, NY",http://job-openings.monster.com/monster/featureIdfe62d8e730d00b44f5c899ce2f9693c6
120,Dice,featureIdaec8f51ed4de230d03c178d56ce1bc8a,Data Warehousing Solutions Developer,ISO,"Jersey City, NJ",http://job-openings.monster.com/monster/featureIdaec8f51ed4de230d03c178d56ce1bc8a
121,Dice,featureId3902c9e8d5d3508173291939e1ff33b0,IT Data Analyst,Winthrop University Hospital,"Garden City, NY",http://job-openings.monster.com/monster/featureId3902c9e8d5d3508173291939e1ff33b0
122,Dice,featureId957637b0ddce573b3601df3acb49bcaa,Finance Data Management & Analytics Group Manager,Bank Of New York Mellon,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId957637b0ddce573b3601df3acb49bcaa
123,Dice,featureId4384651813ae8079ebdf6621109cd351,Data Engineer - Python,2 Bridge Partners,"New York, NY",http://job-openings.monster.com/monster/featureId4384651813ae8079ebdf6621109cd351
124,Dice,featureIdad104154682e3d82d6aadae10cf0119f,Technical Business Analyst - Data Warehouse/Data Mart build,Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureIdad104154682e3d82d6aadae10cf0119f
125,Dice,featureId3aa913ee6983d7561a4fefe0ddc2908c,Technical Business Analyst - Data Warehouse/Data Mart build,Bank Of New York Mellon,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId3aa913ee6983d7561a4fefe0ddc2908c
126,Dice,featureId715ba581bc0892acf02860abcd3e04e0,IT Program Manager - AM Data Platform,UBS,"Weehawken, NJ",http://job-openings.monster.com/monster/featureId715ba581bc0892acf02860abcd3e04e0
127,Dice,featureId021cce3aadcd0912c144375c43ea0a20,"Principal Hadoop Java Developer - Data Warehouse, Jaspersoft, SQL, SSIS Stack",Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureId021cce3aadcd0912c144375c43ea0a20
128,Dice,featureId78648f5d8917e9932a6f930123443212,Data Warehouse Automation Engineer,"Rimrock Associates, Inc.","New York, NY",http://job-openings.monster.com/monster/featureId78648f5d8917e9932a6f930123443212
129,Dice,featureId745fbb18877a2ab0f2471027b5fec55a,Data/BI Analyst - Tableau,Useready,"Metuchen, NJ",http://job-openings.monster.com/monster/featureId745fbb18877a2ab0f2471027b5fec55a
130,Dice,featureId8d0d987993d8d53135b06671abeeda15,Data/BI Analyst - Tableau,Useready,"Metuchen, NJ",http://job-openings.monster.com/monster/featureId8d0d987993d8d53135b06671abeeda15
131,Dice,featureIdc19662ae0eab59b4b7bef82a4945dd38,Data/BI Analyst - Tableau,Useready,"Metuchen, NJ",http://job-openings.monster.com/monster/featureIdc19662ae0eab59b4b7bef82a4945dd38
132,Dice,featureIdb1affb023ebb1b57960d8fc628193012,Data/BI Analyst - Tableau,Useready,"New York, NY",http://job-openings.monster.com/monster/featureIdb1affb023ebb1b57960d8fc628193012
133,Dice,featureIdd4da0f578668943d0066be47e6a41659,Data Analyst,Plymouth Rock Assurance Corporation,"Red Bank, NJ",http://job-openings.monster.com/monster/featureIdd4da0f578668943d0066be47e6a41659
134,Dice,featureId916bdacec025e6b143ed390fd1f78133,Lead Software/Data Engineer,Empiric Solutions,"New York City, NY",http://job-openings.monster.com/monster/featureId916bdacec025e6b143ed390fd1f78133
135,Dice,featureId1028d399b3fec6254eaca46322a5130a,VP - Principal Architect - Application Development (Big Data),Bank Of New York Mellon,"Florham Park, NJ",http://job-openings.monster.com/monster/featureId1028d399b3fec6254eaca46322a5130a
136,Dice,featureIdea68ff0dfdb8f55bfd6d80723cc8d13c,Data Services Lead,ISO,"Jersey City, NJ",http://job-openings.monster.com/monster/featureIdea68ff0dfdb8f55bfd6d80723cc8d13c
137,Dice,featureId353ce79164254ec74f0f3204428019c6,Data Architect  Securities Lending - REPO,Doran Jones,"New York, NY",http://job-openings.monster.com/monster/featureId353ce79164254ec74f0f3204428019c6
138,Dice,featureId7d10c67e890e9d73d1dcdb57f512fc6d,Criminal Defense Practice Data Supervisor,The Legal Aid Society,"New York, NY",http://job-openings.monster.com/monster/featureId7d10c67e890e9d73d1dcdb57f512fc6d
139,Dice,featureId7e1661864abe4aead017cd2c3ecd5758,"Lead Data Engineer- AWS, Scala, Spark, Hadoop -will Relo!!",CyberCoders,"New York, NY",http://job-openings.monster.com/monster/featureId7e1661864abe4aead017cd2c3ecd5758
140,Dice,featureId09ac97b10e973fa345d2dbe41af06fb9,"Group Manager, IT Lead - Data Governance Tools",Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureId09ac97b10e973fa345d2dbe41af06fb9
141,Dice,featureId9588ca4a673519142ef7deb568f008cc,"Group Manager, IT Lead - Data Governance Tools",Bank Of New York Mellon,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId9588ca4a673519142ef7deb568f008cc
142,Dice,featureIdb59bb8062ccb6bfea42a191903d36356,IT Data Programmer,Winthrop University Hospital,"Mineola, NY",http://job-openings.monster.com/monster/featureIdb59bb8062ccb6bfea42a191903d36356
143,Dice,featureIdd3035871758360849874596c309750cc,Data Governance Delivery Lead,UBS,"Weehawken, NJ",http://job-openings.monster.com/monster/featureIdd3035871758360849874596c309750cc
144,Dice,featureId81486b6d87789c786fc5f90cbb542bb6,"Chief Data Office - Program Manager, Vice President",MUFG,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId81486b6d87789c786fc5f90cbb542bb6
145,Dice,featureId590278b0e60381d4c8b9905cfe0df9a2,Data Engineer,HBC,"New York, NY",http://job-openings.monster.com/monster/featureId590278b0e60381d4c8b9905cfe0df9a2
146,Dice,featureId7214412e9eeccb98e8ba6fdfbe498a04,"Data Protection Engineer/SME, Lead",Booz Allen Hamilton,"New York, NY",http://job-openings.monster.com/monster/featureId7214412e9eeccb98e8ba6fdfbe498a04
147,Dice,featureIdcc6a4616ce716ff0824ddc6d5a92eefb,"Senior Java Developer, Market Data Distribution",UBS,"Weehawken, NJ",http://job-openings.monster.com/monster/featureIdcc6a4616ce716ff0824ddc6d5a92eefb
148,Dice,featureId4afef031f40e0a203b5f18424389305a,Data Center Operator,ISO,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId4afef031f40e0a203b5f18424389305a
149,Dice,featureIdfa152e9d600a248623b347d926d0e0ca,JUNIOR DATA ANALYST,ACA Technology LLC.,"Iselin, NJ",http://job-openings.monster.com/monster/featureIdfa152e9d600a248623b347d926d0e0ca
150,Dice,featureId77cf38cf960ef72e305feab6024223ca,Big Data Developer with Java Background,"Syntel, Inc.","New York, NY",http://job-openings.monster.com/monster/featureId77cf38cf960ef72e305feab6024223ca
151,Dice,featureIdb0330d2dad93d15f04da1686b9a1f275,Data Engineer,"CVC Credit Partners, LLC","New York, NY",http://job-openings.monster.com/monster/featureIdb0330d2dad93d15f04da1686b9a1f275
152,Dice,featureIdc8abd7499a6614fe689c8c29fa425921,"Specialist developer - Data warehousing, ETL and Business Intelligence solutions",Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureIdc8abd7499a6614fe689c8c29fa425921
153,Dice,featureId6ccc4a21d9790ce107a55a4b79da44ce,"Specialist developer - Data warehousing, ETL and Business Intelligence solutions",Bank Of New York Mellon,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId6ccc4a21d9790ce107a55a4b79da44ce
154,Dice,featureId2c92551954dcab525aede807680d6816,Sr. Data Specialist Java Developer,Bank Of New York Mellon,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId2c92551954dcab525aede807680d6816
155,Dice,featureIdd73aa60fe062ac120ad2d0416cba100b,Sr. Data Specialist Java Developer,Bank Of New York Mellon,"New York, NY",http://job-openings.monster.com/monster/featureIdd73aa60fe062ac120ad2d0416cba100b
156,Dice,featureId25046ccd86b164d9c298d93e84408057,Technical Architect(Data Warehouse),i2 ITSOLUTIONS,"New York, NY",http://job-openings.monster.com/monster/featureId25046ccd86b164d9c298d93e84408057
157,Dice,featureId30c0b92ec0bb374442b2940c4ad226b6,Data Architect,Matlen Silver,"New York, NY",http://job-openings.monster.com/monster/featureId30c0b92ec0bb374442b2940c4ad226b6
158,Dice,featureIdea83513420d6e011b6c3fb2337ac502c,"Senior Java Developer, Market Data Distribution",Starpoint Solutions LLC,"Weehawken, NJ",http://job-openings.monster.com/monster/featureIdea83513420d6e011b6c3fb2337ac502c
159,Dice,featureId532441ba1aaf1058e3d4c02de3365225,Data Governance with Colibra resources,Teamware Solutions,"Jersey City, NJ",http://job-openings.monster.com/monster/featureId532441ba1aaf1058e3d4c02de3365225
160,Dice,featureId608fe1f87529971a8f24b7f28d9ba8ba,Research Analyst - Data Science,CompuGain Corporation,"New York City, NY",http://job-openings.monster.com/monster/featureId608fe1f87529971a8f24b7f28d9ba8ba
161,Dice,featureIdf95a6a7bc3cc3d6390592dd941eef6be,Web Content and Data Export and Storage Consultant,International House,"New York, NY",http://job-openings.monster.com/monster/featureIdf95a6a7bc3cc3d6390592dd941eef6be
